,FULL NAME,TEAM,POS,AGE,PPG,APG,MPG,RPG,SPG,BPG,season,Salary
1146,Frank Kaminsky,Pho,C-F,27.36,9.7,1.9,19.9,4.5,0.38,0.26,2019-2020,4767000.0
1147,Deonte Burton,Okc,G-F,26.54,2.7,0.4,9.1,1.5,0.15,0.26,2019-2020,1416852.0
1148,Kenrich Williams,Nor,G-F,25.7,3.5,1.5,21.3,4.8,0.69,0.54,2019-2020,1416852.0
1149,Dwayne Bacon,Cha,G-F,24.96,5.7,1.3,17.6,2.6,0.59,0.05,2019-2020,1618520.0
1150,Clint Capela,Hou,C,26.24,13.9,1.2,32.8,13.8,0.87,1.79,2019-2020,14896552.0
1151,Ian Mahinmi,Was,C,33.78,7.4,1.3,21.3,5.8,0.82,1.16,2019-2020,15450051.0
1152,Sekou Doumbouya,Det,F,19.64,6.4,0.5,19.8,3.1,0.53,0.21,2019-2020,3285120.0
1153,Deandre Ayton,Pho,C,22.06,18.2,1.9,32.5,11.5,0.66,1.53,2019-2020,9562920.0
1154,Grayson Allen,Mem,G,24.85,8.7,1.4,18.9,2.2,0.32,0.05,2019-2020,2429400.0
1155,Carsen Edwards,Bos,G,22.43,3.3,0.6,9.5,1.3,0.32,0.11,2019-2020,1228026.0
1156,Patrick McCaw,Tor,G,24.81,4.6,2.1,24.5,2.3,1.05,0.11,2019-2020,4000000.0
1157,D.J. Wilson,Mil,C-F,24.49,3.6,0.7,9.8,2.5,0.08,0.14,2019-2020,2961120.0
1158,Keita Bates-Diop,Min,F,24.56,6.8,0.8,17.5,3.0,0.46,0.54,2019-2020,1416852.0
1159,Denzel Valentine,Chi,G,26.75,6.8,1.2,13.6,2.1,0.72,0.17,2019-2020,3377569.0
1160,Wayne Ellington,Nyk,G,32.71,5.1,1.2,15.5,1.8,0.36,0.11,2019-2020,8000000.0
1161,Luke Kornet,Chi,C-F,25.09,6.0,0.9,15.5,2.3,0.31,0.72,2019-2020,2250000.0
1162,Luguentz Dort,Okc,G,21.32,6.8,0.8,22.8,2.3,0.89,0.11,2019-2020,155647.0
1163,Shabazz Napier,Min,G,29.09,9.6,5.2,23.8,3.1,1.14,0.19,2019-2020,1845301.0
1164,Eric Gordon,Hou,G,31.64,14.4,1.5,28.2,2.0,0.64,0.33,2019-2020,14057730.0
1165,Karl-Anthony Towns,Min,C-F,24.75,26.5,4.4,33.9,10.8,0.94,1.2,2019-2020,27285000.0
1166,Justin James,Sac,G-F,23.56,2.5,0.5,6.6,0.9,0.17,0.26,2019-2020,898310.0
1167,Wilson Chandler,Bro,F,33.27,5.9,1.1,21.0,4.2,0.46,0.34,2019-2020,1620564.0
1168,Dewayne Dedmon,Sac,C,31.01,5.1,0.4,15.9,4.9,0.44,0.76,2019-2020,13333333.0
1169,Dennis Smith Jr.,Nyk,G,22.72,5.5,2.9,15.8,2.3,0.82,0.24,2019-2020,4463640.0
1170,JaKarr Sampson,Ind,F,27.41,4.6,0.6,13.8,2.6,0.47,0.35,2019-2020,1620564.0
1171,Jonathan Isaac,Orl,F,22.87,11.9,1.4,28.8,6.8,1.56,2.29,2019-2020,5806440.0
1172,Brandon Goodwin,Atl,G,24.87,6.1,1.5,12.7,2.1,0.35,0.12,2019-2020,522738.0
1173,Jeff Teague,Min,G,32.18,13.2,6.1,27.8,2.6,0.74,0.38,2019-2020,19000000.0
1174,Chris Clemons,Hou,G,23.06,4.9,0.8,8.8,0.9,0.24,0.15,2019-2020,563347.0
1175,Theo Pinson,Bro,G-F,24.78,3.6,1.7,11.1,1.6,0.52,0.12,2019-2020,1445697.0
1176,Treveon Graham,Min,G-F,26.8,5.2,0.9,20.1,3.1,0.52,0.06,2019-2020,1645357.0
1177,Admiral Schofield,Was,G-F,23.38,3.0,0.5,11.2,1.4,0.24,0.12,2019-2020,1000000.0
1178,Anthony Tolliver,Por,F,35.21,3.9,0.9,16.8,3.3,0.24,0.27,2019-2020,183115.0
1179,Skal Labissiere,Por,C-F,24.41,5.8,1.3,17.2,5.1,0.21,0.94,2019-2020,2338847.0
1180,D'Angelo Russell,Gol,G,24.47,23.6,6.2,32.1,3.7,0.91,0.27,2019-2020,27285000.0
1181,Trevor Ariza,Sac,F,35.13,6.0,1.6,24.7,4.6,1.09,0.25,2019-2020,12195122.0
1182,Jabari Parker,Atl,F,25.42,15.0,1.8,26.2,6.0,1.31,0.47,2019-2020,6500000.0
1183,Romeo Langford,Bos,G-F,20.81,2.5,0.4,11.6,1.3,0.22,0.25,2019-2020,3458400.0
1184,Edmond Sumner,Ind,G,24.62,4.9,1.8,14.4,1.5,0.48,0.29,2019-2020,2000000.0
1185,Tyler Johnson,Pho,G,28.27,5.7,1.6,16.6,1.7,0.39,0.26,2019-2020,183115.0
1186,Willy Hernangomez,Cha,C-F,26.22,6.1,0.9,12.1,4.4,0.32,0.23,2019-2020,1676735.0
1187,Ty Jerome,Pho,G-F,23.11,3.3,1.4,10.6,1.5,0.48,0.1,2019-2020,2193480.0
1188,Naz Reid,Min,C-F,20.97,9.0,1.2,16.5,4.1,0.63,0.73,2019-2020,898310.0
1189,Jeff Green,Uta,F,33.97,7.8,0.7,18.4,2.7,0.4,0.33,2019-2020,439475.0
1190,Jahlil Okafor,Nor,C-F,24.67,8.1,1.2,15.6,4.2,0.23,0.73,2019-2020,1702486.0
1191,Kyle O'Quinn,Phi,C-F,30.39,3.5,1.8,10.8,4.0,0.24,0.83,2019-2020,1620564.0
1192,John Henson,Cle,C-F,29.63,5.0,1.5,14.2,3.9,0.55,1.1,2019-2020,9732396.0
1193,J.J. Barea,Dal,G,36.13,7.7,3.9,15.5,1.8,0.17,0.07,2019-2020,1620564.0
1194,Jordan McRae,Was,G,29.38,12.8,2.8,22.5,3.6,0.66,0.52,2019-2020,1645357.0
1195,Noah Vonleh,Min,F,24.98,4.1,0.9,12.0,4.0,0.38,0.21,2019-2020,2000000.0
1196,Reggie Bullock,Nyk,G-F,29.42,8.1,1.4,23.6,2.3,0.86,0.1,2019-2020,4000000.0
1197,Gary Payton II,Was,G,27.7,3.9,1.7,14.9,2.8,1.14,0.24,2019-2020,1052909.0
1198,Robert Williams III,Bos,C-F,22.83,5.2,0.9,13.4,4.4,0.79,1.21,2019-2020,1937520.0
1199,Chandler Hutchison,Chi,G-F,24.3,7.8,0.9,18.8,3.9,0.96,0.25,2019-2020,2332320.0
1200,Allen Crabbe,Atl,G-F,28.35,5.1,1.0,18.6,2.3,0.54,0.14,2019-2020,18500000.0
1201,Ed Davis,Uta,F,31.2,1.8,0.4,10.8,3.8,0.39,0.32,2019-2020,4767000.0
1202,Malcolm Miller,Tor,G-F,27.44,1.3,0.4,5.8,0.6,0.18,0.07,2019-2020,1588231.0
1203,Luke Kennard,Det,G,24.14,15.8,4.1,32.9,3.5,0.43,0.21,2019-2020,3827160.0
1204,Jordan Bell,Min,F,25.6,3.1,0.5,8.7,2.9,0.07,0.37,2019-2020,1620564.0
1205,Jacob Evans,Gol,G-F,23.16,4.7,1.1,15.3,1.5,0.41,0.44,2019-2020,1925880.0
1206,Tim Frazier,Det,G,29.79,3.6,3.4,13.1,1.2,0.52,0.11,2019-2020,1620564.0
1207,Anzejs Pasecniks,Was,C,24.65,6.0,0.7,16.8,4.1,0.35,0.46,2019-2020,482144.0
1208,Tyson Chandler,Hou,C,37.87,1.3,0.2,8.4,2.5,0.23,0.31,2019-2020,1620564.0
1209,Trey Burke,Phi,G,27.75,5.9,2.1,13.1,1.4,0.28,0.04,2019-2020,1620564.0
1210,Stanley Johnson,Tor,G-F,24.21,2.4,0.8,6.0,1.5,0.24,0.16,2019-2020,3623000.0
1211,Gary Clark,Orl,F,25.75,3.6,0.2,14.8,2.9,0.17,0.63,2019-2020,555409.0
1212,Allonzo Trier,Nyk,G,24.58,6.5,1.2,12.1,1.3,0.13,0.17,2019-2020,3551000.0
1213,Dante Exum,Cle,G,25.09,5.6,1.4,16.8,2.3,0.46,0.25,2019-2020,9600000.0
1214,Norvel Pelle,Phi,F,27.53,2.4,0.3,9.7,3.0,0.13,1.25,2019-2020,350189.0
1215,Courtney Lee,Dal,G,34.87,4.5,0.5,14.4,1.3,0.75,0.25,2019-2020,12759670.0
1216,Zion Williamson,Nor,F,20.11,22.5,2.1,27.8,6.3,0.67,0.38,2019-2020,9757440.0
1217,Jake Layman,Min,F,26.44,9.1,0.7,22.0,2.5,0.74,0.39,2019-2020,3581986.0
1218,Isaiah Hartenstein,Hou,C-F,22.28,4.7,0.8,11.6,3.9,0.39,0.52,2019-2020,1416852.0
1219,Derrick Walton Jr.,Lac,G,25.37,2.2,1.0,9.6,0.7,0.17,0.0,2019-2020,1445697.0
1220,Ante Zizic,Cle,C,23.61,4.4,0.3,10.0,3.0,0.32,0.23,2019-2020,2281800.0
1221,Vincent Poirier,Bos,C-F,26.8,1.9,0.4,5.9,2.0,0.09,0.41,2019-2020,2505793.0
1222,Josh Jackson,Mem,G-F,23.51,9.0,1.6,17.3,3.0,0.82,0.41,2019-2020,7059480.0
1223,Bruno Caboclo,Mem,F,24.9,2.8,0.5,8.7,2.0,0.45,0.55,2019-2020,1845301.0
1224,Cristiano Felicio,Chi,C-F,28.1,3.9,0.7,17.5,4.6,0.45,0.09,2019-2020,8156500.0
1225,Nicolas Batum,Cha,G-F,31.67,3.6,3.0,23.0,4.5,0.77,0.36,2019-2020,25565217.0
1226,Juwan Morgan,Uta,F,23.33,1.7,0.3,6.4,1.4,0.05,0.1,2019-2020,746054.0
1227,Rodney Hood,Por,G-F,27.82,11.0,1.5,29.5,3.4,0.81,0.19,2019-2020,5718000.0
1228,Andre Iguodala,Mia,G-F,36.55,4.6,2.4,19.9,3.7,0.67,1.0,2019-2020,17185185.0
1229,David Nwaba,Bro,G-F,27.58,5.2,0.4,13.4,2.3,0.55,0.6,2019-2020,903111.0
1230,Caleb Swanigan,Por,F,23.33,3.0,1.5,13.3,4.7,0.1,0.25,2019-2020,2033160.0
1231,Kevon Looney,Gol,F,24.52,3.4,1.0,13.1,3.3,0.6,0.3,2019-2020,4464226.0
1232,Thanasis Antetokounmpo,Mil,F,28.08,2.8,0.8,6.4,1.2,0.35,0.1,2019-2020,1445697.0
1233,Kyrie Irving,Bro,G,28.39,27.4,6.4,32.9,5.2,1.35,0.5,2019-2020,31742000.0
1234,Victor Oladipo,Ind,G,28.28,14.5,2.9,27.8,3.9,0.89,0.21,2019-2020,21000000.0
1235,Rayjon Tucker,Uta,G,22.89,3.3,0.3,8.5,1.1,0.05,0.05,2019-2020,578573.0
1236,Evan Turner,Atl,G-F,31.8,3.3,2.0,13.2,2.0,0.47,0.42,2019-2020,18606556.0
1237,Wenyen Gabriel,Por,F,23.39,2.3,0.3,9.1,2.2,0.42,0.26,2019-2020,1445697.0
1238,Melvin Frazier Jr.,Orl,G-F,23.96,2.1,0.2,6.6,0.5,0.47,0.11,2019-2020,1416852.0
1239,Blake Griffin,Det,F,31.42,15.5,3.3,28.5,4.7,0.39,0.39,2019-2020,34449964.0
1240,Amile Jefferson,Orl,F,27.27,0.8,0.2,4.1,1.3,0.06,0.17,2019-2020,1529007.0
1241,Al-Farouq Aminu,Orl,F,29.9,4.3,1.2,21.1,4.9,1.0,0.44,2019-2020,9258000.0
1242,Caleb Martin,Cha,F,24.88,6.2,1.3,17.6,2.1,0.67,0.39,2019-2020,898310.0
1243,Chimezie Metu,San,C-F,23.4,3.2,0.6,5.9,1.8,0.17,0.33,2019-2020,1416852.0
1244,James Johnson,Mia,F,33.48,5.7,1.2,15.6,2.9,0.33,0.72,2019-2020,15349400.0
1245,Ryan Broekhoff,Dal,G-F,29.98,4.2,0.6,10.6,2.5,0.29,0.24,2019-2020,1416852.0
1246,Reggie Jackson,Lac,G,30.33,9.5,3.2,21.3,3.0,0.29,0.24,2019-2020,512721.0
1247,Alize Johnson,Ind,F,24.31,2.0,0.4,6.9,2.9,0.18,0.12,2019-2020,1416852.0
1248,Keldon Johnson,San,G-F,20.84,9.1,0.9,17.7,3.4,0.82,0.12,2019-2020,1950600.0
1249,Brandon Knight,Cle,G,28.7,4.9,1.9,15.1,1.3,0.31,0.13,2019-2020,15643750.0
1250,Jalen McDaniels,Cha,C-F,22.54,5.6,0.8,18.3,4.1,0.5,0.19,2019-2020,898310.0
1251,Jaylen Nowell,Min,G,21.35,3.8,1.3,10.1,0.9,0.2,0.0,2019-2020,1400000.0
1252,Nicolas Claxton,Bro,C-F,21.33,4.4,1.1,12.5,2.9,0.07,0.53,2019-2020,898310.0
1253,DeMarre Carroll,San,F,34.05,2.2,0.7,9.0,2.1,0.13,0.13,2019-2020,512721.0
1254,Vlatko Cancar,Den,F,23.35,1.2,0.2,3.2,0.7,0.07,0.07,2019-2020,898310.0
1255,Tyrone Wallace,Atl,G,26.18,2.9,0.9,11.5,1.6,0.5,0.07,2019-2020,1588231.0
1256,Otto Porter Jr.,Chi,F,27.2,11.9,1.8,23.6,3.4,1.07,0.43,2019-2020,27250575.0
1257,Alen Smailagic,Gol,F,19.99,4.2,0.9,9.9,1.9,0.21,0.29,2019-2020,898310.0
1258,Michael Kidd-Gilchrist,Dal,F,26.89,0.9,0.3,9.3,2.5,0.15,0.23,2019-2020,595122.0
1259,Juan Toscano-Anderson,Gol,F,27.35,5.3,2.0,20.9,4.0,1.0,0.38,2019-2020,350189.0
1260,Marvin Bagley III,Sac,F,21.42,14.2,0.8,25.7,7.5,0.46,0.92,2019-2020,8556120.0
1261,Iman Shumpert,Bro,G,30.14,4.2,0.9,18.5,2.6,0.92,0.15,2019-2020,1419138.0
1262,Mfiondu Kabengele,Lac,C-F,23.0,3.5,0.2,5.4,0.9,0.17,0.17,2019-2020,1977000.0
1263,Zach Collins,Por,C-F,22.74,7.0,1.5,26.4,6.3,0.45,0.45,2019-2020,4240200.0
1264,Justise Winslow,Mia,G-F,24.39,11.3,4.0,32.0,6.6,0.73,0.45,2019-2020,13000000.0
1265,Miye Oni,Uta,G-F,23.03,3.5,0.4,10.9,1.7,0.4,0.2,2019-2020,898310.0
1266,Nigel Williams-Goss,Uta,G,25.91,1.4,0.6,5.0,0.6,0.3,0.1,2019-2020,1500000.0
1267,Ignas Brazdeikis,Nyk,F,21.6,1.9,0.4,5.9,0.6,0.0,0.11,2019-2020,898310.0
1268,Jarred Vanderbilt,Den,F,21.37,1.1,0.2,4.6,0.9,0.33,0.11,2019-2020,1416852.0
1269,Dragan Bender,Gol,F,22.74,9.0,2.1,21.6,5.9,0.44,0.44,2019-2020,1678854.0
1270,Justin Robinson,Was,G,22.84,1.4,0.8,5.4,0.6,0.0,0.11,2019-2020,898310.0
1271,Khyri Thomas,Det,G,24.27,2.1,0.4,7.7,0.1,0.38,0.0,2019-2020,1416852.0
1272,Jusuf Nurkic,Por,C,25.98,17.6,4.0,31.7,10.3,1.38,2.0,2019-2020,13125000.0
1273,Cameron Payne,Pho,G,26.02,10.9,3.0,22.9,3.9,1.0,0.25,2019-2020,1737145.0
1274,Lance Thomas,Bro,F,32.31,3.4,0.9,14.0,1.9,0.0,0.0,2019-2020,7119650.0
1275,Dion Waiters,Lal,G,28.68,11.9,2.4,23.6,1.9,0.57,0.57,2019-2020,375385.0
1276,Zhaire Smith,Phi,G,21.2,1.1,0.3,4.6,0.3,0.43,0.0,2019-2020,3058800.0
1277,Andre Roberson,Okc,G-F,28.7,2.9,0.6,12.4,3.9,0.14,0.43,2019-2020,10740740.0
1278,Dewan Hernandez,Tor,C-F,23.68,2.3,0.5,4.7,2.3,0.17,0.0,2019-2020,898310.0
1279,Talen Horton-Tucker,Lal,G,19.72,5.7,1.0,13.5,1.2,1.33,0.17,2019-2020,898310.0
1280,JR Smith,Lal,G,34.93,2.8,0.5,13.2,0.8,0.17,0.0,2019-2020,15680000.0
1281,Chandler Parsons,Atl,F,31.8,2.8,0.6,10.8,1.4,0.8,0.2,2019-2020,25102511.0
1282,KZ Okpala,Mia,G-F,21.3,1.4,0.2,5.2,1.0,0.4,0.2,2019-2020,898310.0
1283,Stephen Curry,Gol,G,32.42,20.8,6.6,27.9,5.2,1.0,0.4,2019-2020,40231758.0
1284,Justin Patton,Okc,C,23.17,1.8,0.4,4.8,1.0,0.0,0.0,2019-2020,1620564.0
1285,Jalen Lecque,Pho,G,20.17,2.0,0.4,6.3,0.4,0.0,0.0,2019-2020,898310.0
1286,Stanton Kidd,Uta,F,28.41,0.0,0.3,3.8,0.8,0.0,0.0,2019-2020,898310.0
1287,Jonah Bolden,Phi,F,24.62,1.0,0.0,3.6,0.3,0.25,0.0,2019-2020,1698450.0
1288,Udonis Haslem,Mia,F,40.18,3.0,0.3,11.0,4.0,0.0,0.0,2019-2020,1620564.0
1289,Luka Samanic,San,F,20.6,5.3,2.0,16.1,3.3,0.0,0.67,2019-2020,2689920.0
1290,Luc Mbah a Moute,Hou,F,33.93,1.7,0.0,8.2,0.7,0.67,0.0,2019-2020,4320500.0
1291,Isaiah Roby,Okc,F,22.53,0.0,0.0,3.8,0.7,0.0,0.0,2019-2020,1500000.0
1292,Tyler Zeller,San,C-F,30.58,1.0,0.0,2.0,2.0,0.0,0.0,2019-2020,245686.0
1293,Max Strus,Chi,G-F,24.38,2.5,0.0,3.1,0.5,0.0,0.0,2019-2020,898310.0
1294,Ryan Anderson,Hou,F,32.27,2.5,1.0,7.0,3.5,0.5,0.0,2019-2020,1620564.0
